0	1	Sentiment
i would love to see how those circles would align with prolife people who are against gun control and affordable health care cognitivedissonance	NOT	POS
thats why he is a billionaire and youre notsorry romeo your words dont add up	NOT	POS
frenkenstien needs to pay every dime backshe has stolen from the american people she is a disgrace to the senate and the people	OFF	NEG
what a joke	NOT	POS
mru in the media  liberal mp crosses floor to join conservatives  via cdnpoli	NOT	POS
once again if you look at the timeline the only ones who are so proud of her is liberal or white liberals like i tell my hispanic community when you see liberals offended for minorities becareful these people are not your friend	NOT	POS
you are the mexican venus	NOT	POS
on a scale from  to  how much did you laugh to there is no excuse besides that he is just plain shit	OFF	NEG
john kerry should be made to answer for his meetings in iran  tcot maga rednationrising	NOT	POS
the fact that newsweek no longer tries to give both sides of the story but instead only gives the side of antifa far left liberals and their gods in the deepstatepanic   take a look at newsweeks circulation they dont even have enough readers to put out a print edition anymore	OFF	NEG
i let it go when you said  we can take away their ammo when talking about gun control i said maybe she just blurted that out didnt mean it but you are proving to be a leftist thats fine i can still like you but i dont trust you anymore	OFF	POS
then what is gun control	NOT	NEG
doing pretty good hope you are well my friend tough season for both teams but it happens	NOT	POS
so you are defending antifa is that your stance	NOT	POS
remember when republicans destroyed merrill garlands career no neither do i only dems  liberals can not tolerate views they disagree with antifagreat example	NOT	NEG
how about he start some get informed classes for his uninformed players	NOT	POS
heres a pic then downarrow now not so much plus nike then downarrow now not so much	NOT	POS
hes a liar	OFF	NEG
a blue wave of hysterical violence bluewaveofviolence	NOT	NEG
hollywood and media make jokes about jesus and christians and think thats hilarious but turn every innocent joke conservatives tell in to an outrage typical of reprobates	OFF	POS
would you resign with the boys just curious and honest question have you gained any perspective of why yall parted ways being serious cuz you are a bad positive receiver	NOT	POS
legit just lold shit is funny asf	OFF	NEG
people still trying to use the altright tag as a blanket statement on people that are in no way associated with altright  another reminder the pbs exist because of the violent antifa yet antifa has many accounts on twitter	NOT	NEG
then well be talking about gun control winkingface	NOT	NEG
beto running hard left  open borders  aggressive gun control  socialise medicine  raising taxes dem turnout up  in primarys k to  mil and is outraising cruz though texas had m rep turnoutmust show up and vote in november dont assume your neighbor will do it	NOT	NEG
thank you for letting us know how you are	NOT	POS
when it comes to gun control in order to make all of america happy remove all gun list from conservatives then take all the guns from card toting democrats that way everybody is happy everybody is safe	NOT	POS
coughnicky haley	NOT	POS
fuck yeah	OFF	NEG
wasnt the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go	NOT	NEG
you are certainly one amazing hot gorgeous stunning sexy flawless woman wow	NOT	POS
hes probably referring to the fact that we started with henderson whos is apparently shit and sturridge who was apparently finished years ago i mean like how could we possibly win with those two on the field facewithtearsofjoy facewithtearsofjoy	OFF	POS
you are lying again the public doesnt trust you anymore	OFF	NEG
either she is misinformed or has no shame im going with she has no shame	OFF	NEG
another overdose nigga	OFF	POS
at least your tombstone  will have few letters  ripmampm	NOT	POS
an airplane you sayno woman falls in love with you when you are a trek star	NOT	POS
as libertarian all this shows me is how ugly and divisive the two party system is liberals are actually a lot uglier all straight men need to leave the democratic party a party of men hatred leave	OFF	NEG
great book by leo zagami pope francis the last pope details the breathtaking corruption and evil forces that have been controlling the vatican for decades	OFF	POS
i hate him im so fucking sorry	OFF	NEG
i can just hear the trumpsters now crowing that we liberals loved jane fonda and supported draft dodgers i grew up in those times i was against the war but knew fonda had gone too far and was wrong i supported those who burned their draft cards and those who served	OFF	NEG
myyy nigga raisedfistmediumdarkskintone	OFF	POS
he is saaaaaaadd facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy	NOT	POS
lindsey sean hannity talks to an echo chamber simply to hear himself  he is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience  he really is a laughable fool for trump	OFF	POS
so basically you are now preaching what they religious end of world people have been doing congrats	NOT	POS
there is a fullblown coup detat going on between the deep state and the liberals for everything they can do to try and get trump out of power and its absolutely ridiculous and should be against the law	NOT	NEG
come on you can do better this has nothing to do with your agents any subscriber with cash can sell or buy cash at whatever rate you are just a conduit its the law of demand and supply at play	NOT	POS
looks like the democrats are on the right side of history conservatives are always wrong prove otherwise upper east side buck have you ever eaten in an applebees	NOT	NEG
because what every lie you are telling if it happened when you were children the guy is a man and i clearly dont believe shit like that happened its just another stall tactic by the liberals	OFF	POS
me thinks youre full of shit	OFF	NEG
a political novice has outshined all of you corrupt establishment politicians  we voted for him because he cant be bought  soros can afford it	NOT	POS
and you need to find this lady do your thing she is a terrorist waiting to strike	OFF	NEG
